200, 25, 16, 300000
200, 25, 16, 300000
200, 25, 16, 300000
##
96, 9, 44, 383620
96, 9, 44, 383620
96, 9, 44, 383620
##
176, 20, 20, 334500
176, 20, 20, 334500
176, 20, 20, 334500
##
50, 8, 50, 275000
50, 8, 50, 275000
50, 8, 50, 275000
