200, 25, 16, 300000, 3.9726e+03
200, 25, 16, 300000, 4.0046e+03
200, 25, 16, 300000, 3.9938e+03
##, , , ,
96, 9, 44, 383620, 3.8504e+03
96, 9, 44, 383620, 3.8427e+03
96, 9, 44, 383620, 3.7812e+03
##, , , ,
176, 20, 20, 334500, 4.0360e+03
176, 20, 20, 334500, 4.0240e+03
176, 20, 20, 334500, 4.0238e+03
##, , , ,
50, 8, 50, 275000, 3.4543e+03
50, 8, 50, 275000, 3.4672e+03
50, 8, 50, 275000, 3.4604e+03
