272, 4, 32, 163840
336, 16, 8, 178000
336, 16, 8, 178000
336, 16, 8, 178000
##
196, 8, 16, 178000
196, 8, 16, 178000
196, 8, 16, 178000
##
1000, 8, 16, 120000
1000, 8, 16, 120000
1000, 8, 16, 120000
##
384, 1, 128, 49152
384, 1, 128, 49152
384, 1, 128, 49152
