##, , , ,
196, 8, 16, 178000, 5.4789e+03
196, 8, 16, 178000, 5.4921e+03
196, 8, 16, 178000, 5.4585e+03
##, , , ,
1000, 8, 16, 120000, 5.2855e+03
1000, 8, 16, 120000, 5.2406e+03
1000, 8, 16, 120000, 5.1939e+03
##, , , ,
384, 1, 128, 49152, 1.8733e+03
384, 1, 128, 49152, 1.9280e+03
384, 1, 128, 49152, 1.9365e+03
336, 16, 8, 178000, 5.5632e+03
336, 16, 8, 178000, 5.6202e+03
336, 16, 8, 178000, 5.5988e+03







