200, 64, 1, 30000
200, 32, 2, 30000
200, 16, 4, 30000
200, 8, 8, 30000
208, 64, 1, 30000
208, 32, 2, 30000
208, 16, 4, 30000
208. 8, 8, 30000
216, 64, 1, 30000
216, 32, 2, 30000
216, 16, 4, 30000
216. 8, 8, 30000
224, 64, 1, 30000
224, 32, 2, 30000
224, 16, 4, 30000
224, 8, 8, 30000
232, 64, 1, 30000
232, 32, 2, 30000
232, 16, 4, 30000
232, 8, 8, 30000
